cheese:3:[-1.0, 0.5179, 0.4898, 0.9769, -1.0, 0.0838, -1.0, -1.0, -1.0, -1.0, 0.9923, -0.9725, -0.9923, -0.0026, -0.6513, -0.5255, -0.3744, -0.9077, -0.8615, -0.8952, 0.3923, -0.2205, 0.9872, 0.1436, -1.0, -1.0]
chocolate:3:[-1.0, 0.8394, -0.0026, 0.9795, -1.0, -0.5154, -1.0, -1.0, -1.0, -1.0, 0.8154, -1.0, -0.9615, 0.6897, -0.6513, -0.3698, 0.1589, -1.0, -1.0, -0.9744, -0.9, 0.7895, 0.9923, -0.0693, -0.9974, -1.0]
clock:5:[-0.9892, -0.6154, 0.1769, -0.9385, 0.9584, -0.1876, -1.0, -1.0, -1.0, 0.0554, -1.0, -1.0, -1.0, 1.0, 0.7353, 0.6216, -0.863, -0.8846, -0.9431, 0.9692, 1.0, -0.9031, -0.9908, 0.9953, -1.0, -0.9908]
coat:3:[-0.9692, -0.7284, 0.0431, -0.9923, 0.9589, 0.2479, -0.9872, -0.9677, -0.9917, -1.0, -0.6308, -1.0, -0.9744, 0.145, -0.988, 0.1867, -0.5154, -0.9857, -0.7807, -0.6872, -0.759, 0.2681, -1.0, 0.9255, 1.0, 0.7341]
computer:6:[-0.8, -0.2269, -0.1782, -0.968, 0.9756, 0.1807, -0.9846, -1.0, -1.0, 0.9949, -1.0, -0.3, -0.3154, 0.8282, 0.1821, 0.2397, 0.4872, 0.2179, -0.4372, 0.9731, -0.8026, -0.5385, -1.0, 0.9846, -0.2564, -0.9988]
computer monitor:3:[-1.0, -0.8385, -0.0634, -0.9282, 0.9128, 0.5886, -0.9423, -0.9589, -0.9615, -0.9949, -0.9762, -1.0, -0.5489, 0.9692, -0.6806, 0.3438, 0.2434, 0.9769, -0.8564, 0.2975, -0.5717, 0.0872, -0.9769, 0.9641, -1.0, -1.0]
computer mouse:6:[-0.9987, 0.9523, 0.0629, -0.9718, 0.9743, -0.7767, -0.9711, -0.9919, -0.9895, -1.0, -1.0, -0.9898, -1.0, 0.9463, 0.895, 0.2609, 0.0031, 0.2511, -0.991, 0.9125, -0.2383, -0.7663, -0.9914, 0.9988, -0.9708, -0.9846]
cow:3:[1.0, -1.0, 0.6667, 1.0, -1.0, 0.9179, -0.9385, 0.3821, 0.9667, 0.0782, 0.3897, -0.3718, 0.7205, 0.1205, 0.4718, -0.8231, -0.1949, -0.9795, 0.1385, -1.0, -0.6308, -0.2923, 0.9641, -0.4154, -0.9487, 0.8949]
deoderant:3:[-1.0, 0.9256, -0.3513, -1.0, 1.0, -0.9051, -1.0, -1.0, -0.9795, -0.9897, 1.0, -1.0, -1.0, 1.0, 1.0, -0.1821, -0.641, -0.959, -0.8564, 0.3333, 0.4616, 0.8205, -0.9718, 0.7539, 1.0, -1.0]
dinosaur:3:[1.0, -1.0, -0.1718, -0.9744, -0.9333, 0.8436, -0.9744, -1.0, 0.2179, 0.1231, 0.2128, 0.9538, 0.8897, 0.6872, 0.4462, -0.759, -0.6051, -0.9718, 0.9128, -0.9769, -0.4897, 0.1487, -0.6, -1.0, -1.0, 0.6897]
dog:3:[0.962, -0.195, -0.5217, -0.4847, -0.4387, 0.5667, -0.9, 0.8333, 0.9667, 0.1667, 0.5667, 0.3, -0.2333, -0.1, 0.6667, -1.0, 0.0, -1.0, 0.0, -1.0, -1.0, -1.0, 0.0, 0.0, -1.0, 1.0]
door:3:[-1.0, -0.6023, 0.4085, -0.9846, 0.9083, 0.5641, -0.9196, -0.9857, -0.92, -0.9273, -0.9683, -0.1689, 0.54, 0.9753, 0.3231, 0.407, -0.9977, -0.9804, -0.7293, -1.0, -0.6525, 0.4303, -1.0, 0.7425, -1.0, -1.0]
duck:11:[0.9624, -0.9995, 0.042, 0.5664, -0.8544, 0.7418, -0.9525, 0.2143, -0.9634, -0.1833, 0.1522, -0.4692, -0.9515, -0.3907, 0.5145, -0.9753, -0.314, -0.9995, 0.1091, -0.9998, 0.1042, -0.925, 0.9803, -0.9998, -0.99, 0.9827]
eel:4:[1.0, -0.3962, 0.0519, -0.4269, -0.9538, 0.0923, -1.0, -1.0, -1.0, 0.075, 0.0846, 0.0481, -0.75, -0.8596, -0.3558, 0.0461, -0.8442, -0.9711, 0.3634, -1.0, -0.8231, 0.9173, -0.4365, -0.9039, -0.9462, 0.9846]
electric torch:3:[-1.0, 0.7487, -0.6647, -0.9154, 0.9552, 0.0187, -1.0, -0.9974, -1.0, -0.9897, -1.0, -1.0, -1.0, 0.9641, 0.593, -0.0282, -0.4301, 0.9462, -0.8743, 0.8871, -0.4102, 0.8592, -0.9923, 0.9692, 0.1156, -0.9795]
elephant:3:[0.9692, -1.0, -0.8152, -1.0, -0.2286, 0.7686, -1.0, -0.9667, 0.9795, 0.261, 0.23, -0.3233, 0.8974, 0.2486, -0.1932, -0.7934, -0.9718, -0.9385, 0.2141, -1.0, 0.1657, 0.4071, -0.8385, 0.416, -1.0, 0.915]
fish:4:[1.0, 0.2355, 0.1486, 0.6613, -0.498, 0.2404, -0.6115, -1.0, -1.0, 0.1794, 0.9212, -0.9245, -0.8495, -0.6149, -0.5802, 0.2871, -0.7264, -0.9611, -0.1487, -0.9591, -0.4636, 0.0251, 0.5181, -0.8783, -0.9995, 0.9975]
frog:13:[0.8584, 0.7407, -0.7201, -0.5038, -0.7079, -0.8344, -0.9028, -0.9113, 0.912, -0.7653, 0.3714, -0.8873, -0.912, -0.519, 0.0431, 0.2006, -0.1145, -0.9957, -0.8806, -0.9957, -0.8647, -0.9849, 0.052, -0.9969, -0.9984, 0.9798]
glass (cup):3:[-1.0, 0.7564, -0.5821, -1.0, 0.9952, 0.4432, -0.9963, -1.0, -0.9949, -1.0, -1.0, -1.0, -1.0, 0.9836, 0.0959, 0.5144, -0.1608, -0.9846, -0.9385, -1.0, 0.2501, 0.6453, -0.9949, 0.9413, -0.9769, 0.9388]
glasses:3:[-0.318, 0.9513, 0.3769, -1.0, 0.8153, -0.6436, -0.9718, -0.9282, -1.0, -0.9615, -1.0, -0.9359, -0.9821, 0.8769, -1.0, 0.5795, 0.3693, -0.9615, -0.859, -0.9897, 0.4641, -0.2615, -0.9923, 0.9974, 1.0, -0.9641]
hammer:3:[-0.3713, 0.1295, 0.097, -0.7811, 0.858, 0.5281, -0.9567, -0.9933, -0.9667, -0.9667, -0.966, -0.3485, -0.9221, 0.9583, 0.2483, 0.342, -0.6634, -0.9993, -0.7893, -0.9463, -0.9993, 0.4689, -0.9993, 0.9993, -0.6104, -0.9993]
hamster:4:[0.9581, 0.9462, -0.0624, -0.85, -0.921, -0.2327, 0.8885, 0.7173, 0.9442, 0.0981, -0.3423, -0.8558, -0.925, -0.8308, 0.0481, -0.9404, 0.0827, -0.9866, -0.6634, -1.0, -0.6923, -0.7923, -0.1308, -1.0, -1.0, 0.7981]
horse:2:[1.0, -1.0, 0.1423, -0.8538, 0.7346, 0.8616, -1.0, 0.5846, 1.0, 0.1423, 0.0923, 0.0423, 0.8461, 0.1346, 0.6654, -0.6269, 0.2039, -1.0, 0.2231, -0.9462, -0.6038, -0.1384, 0.0, 0.7731, -1.0, 0.6384]
house:2:[-1.0, -0.8731, 0.2462, -0.9616, 0.9577, 0.8616, -0.9923, -0.9923, -0.9885, -1.0, -1.0, -1.0, 1.0, 0.9961, -0.3616, 0.1654, 1.0, 0.1231, 0.1423, 0.05, -0.7308, -0.3538, -0.9808, 0.9616, -0.8807, 0.7038]
human:6:[0.9795, -1.0, -0.1128, -0.9282, -0.7667, 0.9679, -0.9846, -1.0, -1.0, 0.9833, 0.1269, -0.1692, 0.3628, 0.0039, 0.0244, -0.95, 0.1013, -0.9898, 0.0769, -1.0, -0.5949, -0.7949, -1.0, 0.9474, -1.0, 0.9256]
keyboard:2:[-1.0, -0.8154, -0.3269, -0.9385, 0.9039, -0.0577, -0.9846, -0.9, -1.0, -0.9346, -0.9923, -0.9846, -1.0, 0.9808, 1.0, -1.0, -0.2769, 0.25, -0.8538, 0.9961, -0.8269, 0.8538, -0.9961, 1.0, -1.0, -0.9577]
lamp:5:[-1.0, 0.6171, -0.4754, -0.9922, 0.9528, 0.2308, -1.0, -0.9775, -0.9723, -0.9938, -1.0, -0.9923, -0.9908, 0.9384, 0.5061, 0.3923, -0.5497, 0.9923, -0.117, 0.9938, -0.1846, 0.9097, -0.9862, 1.0, -0.9723, -1.0]
lighter:2:[-0.9769, 0.8846, 0.8346, -0.95, 0.8884, -0.8846, -0.8807, -0.9269, -0.9154, -1.0, 0.1115, 0.2462, -1.0, 0.8577, 0.8269, 0.3, -0.8269, 1.0, 0.2923, 0.9307, -0.6807, -0.2654, -0.8846, 0.8923, -1.0, -0.9116]
mirror:4:[-1.0, -0.7788, -0.75, -1.0, 1.0, 0.825, -0.9866, -1.0, -0.9635, -0.9923, -0.975, -0.9712, 0.1865, 0.9981, -0.8769, 1.0, 0.2404, -0.975, -0.9346, -0.9962, -0.0346, 0.0558, -1.0, 0.7789, -0.2289, -1.0]
money (coins):2:[-1.0, 1.0, 0.7414, -1.0, 1.0, -0.6826, -1.0, -1.0, -1.0, -1.0, -0.9744, -1.0, -1.0, 1.0, 0.7308, 0.8028, 0.9543, -1.0, -1.0, -1.0, 0.9961, -0.6749, -0.6539, 0.9961, -1.0, -1.0]
money (notes):2:[-1.0, 0.8115, 0.6885, -0.9692, 0.9269, -0.9039, -1.0, -1.0, -0.9885, -1.0, 0.2154, -1.0, -0.9193, -1.0, -0.85, -0.8384, 1.0, -1.0, -0.7192, -0.9923, -1.0, 0.1077, -1.0, 1.0, -0.9769, -1.0]
monkey:3:[0.9615, -0.9718, -0.1974, -1.0, -1.0, 0.8256, -0.9744, 0.7949, 0.941, 0.9103, 0.8641, -0.7564, 0.4692, -0.5872, 0.4179, -0.9359, -0.6, -1.0, 0.1308, -1.0, -0.7513, -0.5923, -0.5949, 0.0795, -0.9667, 0.8769]
mouse:4:[1.0, 0.9289, -0.7104, -0.6653, -0.9442, -0.2865, 0.3937, 0.8269, 0.9115, 0.1577, 0.3558, -0.6423, -0.8866, -0.4327, 0.1288, -0.925, -0.4443, -0.95, -0.6943, -0.9923, -0.2442, -0.5442, -0.4981, -0.8366, -0.998, 0.8231]
orange:4:[-0.786, 0.625, 0.896, 0.736, -0.6, 0.8, -0.87, -0.78, -0.9, -0.9, 0.3, -0.9, -0.9, 0.4, 0.0, -1.0, 0.0, -1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0]
painting:3:[-1.0, -0.4103, 0.9667, -1.0, -0.5821, -0.1462, -1.0, -1.0, -1.0, -1.0, -0.6, -0.6667, 0.1897, 1.0, -0.6667, -0.5231, 0.6667, -1.0, -1.0, -1.0, -0.2308, -0.7359, -1.0, -0.3333, -1.0, 0.3333]
pen:2:[-1.0, 1.0, -0.0885, -0.9769, 1.0, -0.7769, -0.9808, -1.0, -1.0, -1.0, -1.0, -0.8616, -1.0, 1.0, 0.6308, -0.6654, -0.9307, -1.0, 0.1231, 0.1077, -0.4538, 0.8269, -0.9846, 0.9385, -0.9961, -1.0]
pencil:2:[-0.9885, 0.8778, 0.5798, -1.0, 1.0, -0.6923, -0.9269, -0.9552, -0.9923, -0.9961, -0.7, -0.15, -1.0, 0.9846, 0.3692, -0.623, -0.7846, -0.9462, 0.2748, -1.0, -0.3577, 0.8077, -0.9961, 0.9131, -1.0, -1.0]
penguin:2:[1.0, -1.0, 0.2962, -0.9346, -0.8962, 0.8038, 0.1615, 0.2616, -0.9923, 0.5731, -0.0077, -0.3269, 0.7038, -0.9307, -0.4423, -0.1, -0.8115, -1.0, -0.2692, -0.9769, 0.1693, 0.4192, -1.0, -0.9846, -1.0, 1.0]
person who only answers no:6:[-0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997]
person who only answers yes:8:[0.9995, 0.9995, 0.9995, 0.9997, 0.9997, 0.9997, 0.9995, 0.9995, 0.9995, 0.9995, 0.9995, 0.9995, 0.9995, 0.9995, 0.9995, 0.9995, 0.9995, 0.9995, 0.9995, 0.9995, 0.9995, 0.9995, 0.9995, 0.9995, 0.9995, 0.9995]
person who only puts unknown:8:[0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006]
pineapple:2:[-0.9, 0.7577, 0.8346, 0.9846, -0.85, 0.7308, -1.0, -1.0, -1.0, -1.0, 0.3769, -0.3846, -0.9346, 0.8693, -0.95, -0.8807, -1.0, -1.0, 0.9692, -0.9885, 0.1269, -0.4307, 0.9116, -0.8731, -0.9654, 0.6846]
pistol:2:[-0.9961, 0.5192, -0.6, -0.7, 0.8677, 0.4325, -0.9168, -0.9692, -1.0, -1.0, -1.0, -0.1846, -1.0, 0.7021, 0.9538, 0.0, -0.0911, 0.6923, 0.0401, 0.9154, -0.3347, 0.5885, -0.9564, 0.7192, -1.0, -0.8568]
pizza:2:[-1.0, -0.2731, 0.3615, 1.0, -1.0, 0.2423, -0.9, -1.0, -0.9654, -1.0, 0.8115, -1.0, -1.0, -0.7038, -0.9039, -0.9808, -0.3615, -1.0, -1.0, -0.9731, 1.0, -0.6731, 0.9808, -0.3616, -0.9462, -1.0]
razor:3:[-1.0, 0.9077, 0.4308, -0.9, 0.9846, -0.8975, -0.9718, -1.0, -1.0, -0.9949, -0.4, 0.359, -0.9718, 1.0, 0.2564, -0.0795, -0.9461, -0.9769, 0.7897, -1.0, -0.7513, 0.5897, -0.9487, 0.9692, -0.959, 0.8308]
rifle:3:[-1.0, -0.0205, -0.8179, -1.0, 0.9692, 0.7564, -0.941, -0.9718, -0.9154, -0.9667, -0.9795, 0.8974, -0.6667, 0.9615, 0.9282, -0.1077, 0.2308, 0.8564, 0.3154, 0.9615, -0.541, 0.8923, -0.9667, 0.4359, -0.7128, -1.0]
ruler:3:[-1.0, 0.686, 0.4735, -0.9616, 0.9439, -0.356, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 0.9154, -0.9072, 0.0148, -1.0, -1.0, -0.8923, -1.0, -0.6128, 0.7262, -1.0, 0.9795, -0.9256, -0.9795]
scissors:2:[-1.0, 0.7577, 0.3039, -0.9346, 1.0, -0.6116, -1.0, -1.0, -0.9885, -1.0, -0.9307, 0.3, -0.9731, 1.0, 0.8461, 0.1923, -0.9423, -0.9808, 0.3538, -1.0, -0.8346, 0.3, -0.9654, 0.9423, -0.9077, -0.9269]
screwdriver:3:[-0.3713, 0.3947, -0.0755, -0.818, 0.887, -0.6487, -0.9567, -0.9908, -0.9641, -0.9667, -0.9333, -0.9641, -0.9026, 0.8718, 0.0795, 0.2154, -0.3205, -1.0, -0.559, 0.041, -0.6205, 0.3282, -1.0, 0.9615, -0.3333, -1.0]
seagull:2:[1.0, 0.1, 0.0, -1.0, -1.0, 1.0, -1.0, 0.6, -1.0, 0.1, 0.1, -0.4, -1.0, -0.4, 1.0, 0.0, -0.5, -1.0, 0.0, -1.0, -1.0, -0.5, -1.0, -1.0, -1.0, 1.0]
shark:4:[1.0, -0.9962, -0.4231, -0.8038, -0.9366, 0.8692, -0.998, -0.9827, -1.0, 0.1769, 0.1423, 1.0, 1.0, 0.6769, -0.575, -0.075, -0.65, -0.9904, 0.8981, -1.0, -0.7942, 0.4904, -0.4346, -1.0, -1.0, 1.0]
sheep:2:[0.9846, -0.8204, 0.8327, -0.2077, 0.7192, 0.8039, -1.0, 0.6482, 1.0, 0.2, -0.3809, -0.9828, -0.8254, -0.9616, 0.6292, -1.0, -0.5, -1.0, -1.0, -1.0, 0.1193, -0.7417, 0.1371, 0.2227, 0.6923, 0.9423]
shirt:2:[-1.0, -0.8038, 0.35, -1.0, 1.0, -0.7846, -1.0, -1.0, -1.0, -0.9047, 0.2419, -1.0, -0.9828, -0.9565, -0.8345, -1.0, -0.8038, -1.0, -1.0, 0.6864, -0.7577, -0.3723, -1.0, 0.9961, 1.0, -1.0]
shoe:2:[-1.0, 0.8654, -0.75, -1.0, 0.9193, -0.8346, -1.0, -0.9692, -0.9116, -0.9961, 0.1885, -1.0, -1.0, 0.1807, 0.1577, 0.8231, -0.6807, -0.9193, -1.0, -1.0, -0.8461, 0.1807, -1.0, 0.8231, 0.9423, -1.0]
shrek:4:[0.9692, -0.9462, 0.7019, -0.9673, -0.6846, 0.8346, -1.0, -0.9808, -0.9961, 0.7115, 0.9788, 0.7557, 0.9711, 0.4365, 0.6077, -0.5981, 0.1289, -0.9885, 0.5654, -0.9577, 0.2, -0.1038, -0.1327, -1.0, -0.9731, 0.5847]
skunk:2:[1.0, 0.1577, 0.7615, -1.0, -1.0, 0.6577, -0.9923, 0.5926, 0.4961, 0.1769, 0.9961, 0.0885, -1.0, -1.0, 0.0961, -1.0, -1.0, -1.0, 0.2039, -1.0, -0.4, -0.5, -1.0, -1.0, -1.0, -0.25]
smartphone:9:[-0.9957, 0.8906, -0.2199, -0.9649, 1.0, -0.4786, -1.0, -0.9974, -0.9957, 0.8974, -0.9983, -0.9906, -1.0, 0.9564, 0.6902, 0.6257, 0.8686, 0.7757, -0.9872, 0.8532, -0.908, -0.1029, -0.9791, 0.9971, -0.753, -0.9606]
snake:3:[0.9513, 0.0103, -0.141, -0.5333, -0.9718, 0.2846, -0.9564, -1.0, -1.0, 0.2538, 0.1898, 0.9462, -0.9744, 0.0487, 0.1385, -0.1564, -0.5692, -1.0, 0.3513, -0.9641, -0.3308, 0.8538, -1.0, -0.8282, -0.4154, 0.7513]
sponge:2:[-1.0, 0.7346, 0.3654, -0.5, 1.0, -0.8154, -0.8807, -0.9654, -1.0, -1.0, -0.3884, -0.95, -0.9269, -0.6346, 0.1423, -0.9193, -0.3384, -1.0, -0.9577, -1.0, 0.1846, -0.8269, -0.7654, 0.8115, -0.9961, 0.9039]
spoon:3:[-0.9769, 0.8487, -0.1872, -0.9821, 0.9931, -0.3154, -0.9513, -1.0, -0.9974, -1.0, -0.9821, -0.9179, -0.9718, 0.7846, 0.4949, 0.8898, -0.3077, -0.9718, -0.8436, -1.0, -0.6564, 0.7385, -0.8795, 0.9334, -0.9487, 0.4615]
swan:3:[1.0, -0.9128, 0.8641, -0.4436, -0.9538, 0.8, -0.9385, 0.4949, -1.0, 0.2051, 0.1462, 0.5385, -1.0, -0.6974, 0.5308, -0.7744, -0.8615, -1.0, 0.5769, -1.0, -0.1872, 0.9385, -0.6307, -0.8026, -1.0, 0.9692]
tennis ball:2:[-0.9961, 1.0, 0.7539, -1.0, 0.9961, -0.8077, -1.0, -0.4538, -0.9654, -1.0, -1.0, -0.9808, -1.0, 0.5923, 0.85, -1.0, -1.0, -0.9961, -1.0, -1.0, 1.0, -1.0, -1.0, 0.5885, -1.0, -1.0]
toothbrush:2:[-1.0, 0.9961, 0.8538, -0.9731, 1.0, -0.8538, -0.8923, -0.9462, -0.9654, -1.0, 0.1192, -1.0, -1.0, 0.7731, 0.8384, -0.7654, -1.0, -1.0, -0.8038, -0.8769, -0.7692, 0.8154, 0.1115, 0.8538, -0.9462, 0.8307]
trainers:2:[-1.0, 0.9731, 0.8269, -1.0, 1.0, -0.7231, -0.9154, -0.9346, -1.0, -1.0, 0.1654, -1.0, -1.0, -0.4077, 0.0808, -1.0, 0.1654, -0.9577, -1.0, -1.0, -1.0, 0.1769, -1.0, 1.0, 1.0, -1.0]
trousers:2:[-1.0, -0.7884, -0.8606, -0.9869, 0.9669, 0.1578, -1.0, -0.5, -0.9793, -1.0, 0.1731, -1.0, -0.9692, -0.9489, -0.9898, -1.0, -1.0, -1.0, -1.0, -0.1731, -1.0, 0.9476, -1.0, 1.0, 1.0, -0.9151]
wardrobe:2:[-1.0, -1.0, -1.0, -1.0, 0.9961, 1.0, -0.9923, -0.9654, -1.0, -1.0, -0.5, -0.2616, 0.9, 1.0, 0.6693, 0.1077, -1.0, -0.9769, -0.7962, -0.9346, -0.7116, 0.1346, -0.9462, 0.9307, -1.0, -0.9692]
watch:5:[-1.0, 0.9985, -0.2754, -1.0, 0.9923, -0.4262, -1.0, -1.0, -1.0, 0.8554, -0.9508, -1.0, -1.0, 1.0, 0.3277, 0.7523, 0.1938, -0.5169, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0, 0.9769, -0.9877]
